"longitude" "latitude" "bonus" "names"
"1" 2.37738886313363 48.8863000510864 0 " EURYALE DEHAYNIN"
"2" 2.3175909298999 48.890020496141 0 " LEMERCIER"
"3" 2.33044682027725 48.8502970102176 0 " MEZIERES RENNES"
"4" 2.27139647246143 48.8337338301773 0 " FARMAN"
"5" 2.36689679377372 48.8458869463868 0 " QUAI DE LA RAPEE"
"6" 2.36333471061476 48.8219079688117 0 " CHOISY POINT D'IVRY"
"7" 2.28766737081487 48.882877751786 0 " PORTE DE VILLIERS"
"8" 2.45552917211114 48.8501252320561 0 " STALINGRAD (FONTENAY SOUS BOIS)"
"9" 2.46402550470253 48.819954101228 0 " GARE RER (JOINVILLE)"
"10" 2.34998304702979 48.8415076373901 0 " MOUFFETARD EPEE DE BOIS"
"11" 2.40097662354654 48.8679251540267 1 " PELLEPORT"
"12" 2.45482 48.83397 0 " TREMBLAY - INSEP"
"13" 2.33405760804708 48.8636722553657 0 " RIVOLI MUSEE DU LOUVRE"
"14" 2.36869413984016 48.8950903297663 0 " EVANGILE"
"15" 2.33365337616283 48.8980143432137 0 " HÔPITAL BICHAT"
"16" 2.29783106471363 48.8784103864828 0 " PLACE DES TERNES - 5"
"17" 2.35423678141965 48.8624649804039 0 " BEAUBOURG"
"18" 2.40516852063917 48.8555013539889 0 " PYRÉNÉES-DAGORNO"
"19" 2.3501483359202 48.8600883261048 0 " BEAUBOURG PLACE MICHELET"
"20" 2.34107065417259 48.8144401796238 0 " MALON (GENTILLY)"
"21" 2.36783265929612 48.8580440569424 0 " CHEMIN VERT BEAUMARCHAIS"
"22" 2.34735644764263 48.8552533608443 0 " MARCHE AUX FLEURS"
"23" 2.30972258893223 48.8727876808465 0 " SAINT PHILIPPE DU ROULE"
"24" 2.30345740868527 48.8905862155503 0 " AVENUE DE LA PORTE D'ASNIÈRES"
"25" 2.30113837817673 48.8818571507446 0 " WAGRAM COURCELLES"
"26" 2.38961313668446 48.8593585235926 0 " REPOS"
"27" 2.3297942217634 48.8427384782578 0 " VAVIN"
"28" 2.35366081624923 48.8674979894066 0 " GAITE LYRIQUE"
"29" 2.32880709819223 48.8841271080466 0 " CLICHY"
"30" 2.31939514437732 48.874923109802 0 " PLACE ST AUGUSTIN"
"31" 2.32373144997399 48.835064363954 0 " MAINE LIANCOURT"
"32" 2.28114900769185 48.8708094286695 0 " CREVAUX"
"33" 2.29854929401185 48.8417096401611 0 " MAIRIE DU 15EME"
"34" 2.29466057588438 48.8499211018621 0 " GRENELLE VIOLET (PROP3)"
"35" 2.40277551968633 48.8910789762746 0 " GERVAIS (PANTIN)"
"36" 2.29600807608667 48.8302693902879 1 " J DUPRE"
"37" 2.32403127829722 48.8178170939014 0 " PERI 2 (MONTROUGE)"
"38" 2.2921735414417 48.8424587555045 0 " PLACE ETIENNE PERNET"
"39" 2.22747747677092 48.8710030415404 0 " VERDUN (SURESNES)"
"40" 2.41877242975671 48.8549113323991 0 " PARIS (MONTREUIL)"
"41" 2.34838875750478 48.8739721723737 0 " CONSERVATOIRE"
"42" 2.34144252246847 48.8523930093114 0 " DANTON"
"43" 2.39268612206715 48.8887860708258 0 " CITÉ DE LA MUSIQUE"
"44" 2.35709265436395 48.8538141453159 0 " PLACE DU BATAILLON FRANCAIS DE L'ONU"
"45" 2.42254995670978 48.8570503947438 0 " MARCEL (BAGNOLET)"
"46" 2.39296078727983 48.8755180686487 1 " BELLEVILLE PRE SAINT GERVAIS"
"47" 2.34839523628281 48.8724200630531 0 " POISSONNIÈRE - ENGHIEN"
"48" 2.32225737727924 48.8431988280709 0 " PLACE BIENVENUE"
"49" 2.2784139125938 48.8462949182689 0 " JAVEL"
"50" 2.35627844763363 48.8655841910852 0 " TURBIGO"
"51" 2.33219933598001 48.894057251327 0 " VAUVENARGUES"
"52" 2.40745551592605 48.835545043576 0 " PORTE DOREE"
"53" 2.31467800111538 48.8941513832937 0 " PORTE DE CLICHY FRAGONARD"
"54" 2.29787643146792 48.8527667435281 0 " SUFFREN FÉDÉRATION"
"55" 2.37053056385548 48.8278380326495 0 " TOLBIAC ALBERT"
"56" 2.30831406418914 48.8748103900282 0 " HAUSSMANN COURCELLES"
"57" 2.31657332931609 48.8239231685446 0 " CITÉ UNIVERSITAIRE"
"58" 2.40994255387768 48.8586216693501 0 " HARPIGNIES"
"59" 2.38259171497997 48.8750704040631 1 " SIMON BOLIVAR"
"60" 2.36403505925044 48.8734627987082 0 " BOURSE DU TRAVAIL"
"61" 2.37614246886362 48.8906781294313 0 " MATHIS"
"62" 2.33326859310154 48.8676230780568 0 " OPERA CASANOVA"
"63" 2.3890216505832 48.8521930954375 0 " RUE DES BOULETS"
"64" 2.3265996571137 48.8699566815748 0 " GODOT DE MAUROY"
"65" 2.34759791271647 48.8640650469499 0 " FRANCAISE"
"66" 2.28824740508752 48.8761743894985 0 " ARGENTINE"
"67" 2.36323986872132 48.8499600352775 0 " MORLAND"
"68" 2.35358041022707 48.8847068639833 0 " CHARTRES"
"69" 2.35596672141756 48.8888648960566 0 " DOUDEAUVILLE STEPHENSON"
"70" 2.28795645234244 48.8798132183375 0 " TERNES PEREIRE"
"71" 2.34183165485398 48.8481913485843 0 " CUJAS"
"72" 2.36009761909542 48.8952199046801 0 " ROND POINT DE LA CHAPELLE"
"73" 2.35851353290333 48.8281562515749 0 " PARC DE CHOISY"
"74" 2.34451792116264 48.8929256534326 0 " MAIRIE DU 18 EME"
"75" 2.35950993759232 48.8756701124814 0 " GARE DE L'EST"
"76" 2.30652 48.86288 0 " PORT DU GROS CAILLOU (STATION MOBILE)"
"77" 2.32273156204932 48.876079329226 0 " ROCHER"
"78" 2.30902648733927 48.8826088164334 0 " MALESHERBES"
"79" 2.28412901289213 48.8583812528973 0 " RUE DE PASSY"
"80" 2.34863647806049 48.8914577261538 0 " CLIGNANCOURT MARCADET"
"81" 2.36404495865652 48.8425244907662 0 " GARE D'AUSTERLITZ"
"82" 2.36784149724351 48.8684101048247 0 " JULES FERRY FAUBOURG DU TEMPLE"
"83" 2.36157981521499 48.8645308053075 0 " MAIRIE DU 3EME"
"84" 2.27573060931238 48.8376790033084 0 " HÔPITAL GEORGES POMPIDOU (PROP 2)"
"85" 2.43297479522392 48.8688123638694 1 " DE GAULLE (MONTREUIL)"
"86" 2.39200163582493 48.8149264672463 0 " GARE (IVRY)"
"87" 2.3350678855655 48.842540966044 0 " MICHELET ASSAS"
"88" 2.34370453672277 48.8515813400282 0 " SAINT GERMAIN HARPE"
"89" 2.3193921439238 48.8361728601424 1 " RUE DE L OUEST CHATEAU"
"90" 2.3755 48.89869 0 " MACDONALD"
"91" 2.41781693473698 48.868453299036 1 " BERTON (BAGNOLET)"
"92" 2.33780343096904 48.8433642427731 0 " HERSCHEL"
"93" 2.3730715073892 48.8645557653168 0 " PARMENTIER"
"94" 2.36157153415636 48.8236339763885 0 " CHOISY VISTULE"
"95" 2.3486324654447 48.8669737142397 0 " REAUMUR MONTORGUEIL"
"96" 2.33391012712922 48.9115704593083 0 " DIDEROT 2 (SAINT OUEN)"
"97" 2.3419204119623 48.8660026325651 0 " PLACE DES VICTOIRES"
"98" 2.30450742096121 48.8400577188391 0 " VAUGIRARD CAMBRONNE"
"99" 2.33689345355729 48.8991359901418 0 " PORTE MONTMARTRE"
"100" 2.28175554013876 48.8387344082747 0 " LOURMEL"
"101" 2.25386941995849 48.8194899938888 0 " SAINT VINCENT (ISSY LES MOULINEAUX)"
"102" 2.29369213364784 48.8712137121912 1 " AVENUE DES PORTUGAIS"
"103" 2.3610411664423 48.8128002963747 0 " CONVENTION (LE KREMLIN BICETRE)"
"104" 2.34452661511422 48.8674674414641 0 " CLERY"
"105" 2.30687451712267 48.8365756642503 0 " ALLERAY"
"106" 2.40395075220876 48.8712659183557 1 " SAINT FARGEAU"
"107" 2.3831254909144 48.9039640245585 0 " FAURE (AUBERVILLIERS)"
"108" 2.38858067885378 48.8249528728704 0 " IVRY BRUNESEAU"
"109" 2.29800015657617 48.8152498542058 0 " MOQUET (MALAKOFF)"
"110" 2.37270597867147 48.8678767055174 0 " PARMENTIER FONTAINE AU ROI"
"111" 2.33203631336864 48.8751858641775 0 " VICTOIR CHAUSSEE D ANTIN"
"112" 2.38972450812019 48.8388490233951 0 " DUGOMMIER"
"113" 2.35018588824494 48.8686604815393 0 " ABOUKIR"
"114" 2.3445966499316 48.8425479496716 1 " ULM ERASME"
"115" 2.34187856663061 48.870314763995 0 " SAINT MARC"
"116" 2.37887132712036 48.8588289084143 0 " BOULEVARD VOLTAIRE"
"117" 2.33668660823888 48.8671234464486 0 " CHABANAIS"
"118" 2.38257893505445 48.8448673195541 0 " CHARENTON"
"119" 2.29650634355336 48.8233032340816 0 " BLEUZEN (VANVES)"
"120" 2.34157863455693 48.8351288650429 0 " ARAGO 2"
"121" 2.38241 48.83976 0 " GARE DE BERCY"
"122" 2.37634839464598 48.87277815649 0 " BELLEVILLE"
"123" 2.29054156015453 48.8447903902618 0 " VIOLET"
"124" 2.43079345113368 48.8414868563002 0 " MINIMES (VINCENNES)"
"125" 2.36705349044991 48.8626503001403 0 " CIRQUE D HIVER"
"126" 2.34104050870596 48.8489229581858 0 " VAUGIRARD PRINCE"
"127" 2.37220930964573 48.8202267926197 0 " PLACE DU DOCTEUR YERSIN"
"128" 2.3778855156848 48.867937963098 0 " METALLOS"
"129" 2.33479762294837 48.8564374096868 0 " BONAPARTE BEAUX ARTS"
"130" 2.3697014882175 48.853848226211 0 " BASTILLE RICHARD LENOIR"
"131" 2.35016993902064 48.8483857647167 0 " MUTUALITE"
"132" 2.3446640434263 48.8377279209782 0 " PORT ROYAL"
"133" 2.35397627361878 48.8572037876971 0 " HOTEL DE VILLE"
"134" 2.39932563330523 48.9101370950539 0 " JAURES 1 (PANTIN)"
"135" 2.34546365270257 48.8660671500868 0 " BACHAUMONT"
"136" 2.32631980638438 48.8532616686117 0 " RASPAIL VARENNE"
"137" 2.33082039647774 48.8907472101714 0 " CARPEAUX"
"138" 2.42327263606036 48.8821730942046 1 " HORTENSIAS (LES LILAS)"
"139" 2.3360394555421 48.8699697339689 0 " QUATRE SEPTEMBRE"
"140" 2.33544742768979 48.8918779570874 1 " MONTCALM"
"141" 2.40587104452954 48.853246898212 0 " MARAICHERS"
"142" 2.2883866008495 48.841249336041 0 " BOUCICAUT FAURE"
"143" 2.35143332976764 48.8371260386106 0 " GOBELINS"
"144" 2.37007170698515 48.872859139003 0 " DODU"
"145" 2.42024734047464 48.8463380538888 0 " PARIS 1 (VINCENNES)"
"146" 2.33276238001163 48.8768593272933 0 " TRINITE"
"147" 2.29928264159962 48.8331797705565 0 " DANTZIG"
"148" 2.37109744847151 48.8663313479025 0 " REPUBLIQUE PIERRE LEVEE"
"149" 2.26880655019948 48.8630253153883 0 " HENRI MARTIN"
"150" 2.29851404880358 48.8688517082349 0 " MARCEAU"
"151" 2.34077266233144 48.8753297231533 0 " FAUBOURG MONTMARTRE"
"152" 2.36268350990116 48.8095823380351 1 " FONTAINEBLEAU (KREMLIN BICETRE)"
"153" 2.34065184962233 48.8821942039509 1 " MARTYRS 2"
"154" 2.35403448428308 48.8729397678371 0 " PETITES ECURIES"
"155" 2.28084048191106 48.8601161096266 0 " PAUL DOUMER / LA TOUR"
"156" 2.32851451022192 48.8979224085452 0 " PORTE DE SAINT OUEN"
"157" 2.39023863314186 48.8476538809846 0 " DIDEROT BOURDAN"
"158" 2.31463384062783 48.8516782290479 0 " SAINT FRANCOIS XAVIER"
"159" 2.29631993184172 48.888800020649 0 " PORTE DE COURCELLE"
"160" 2.39363751443361 48.8863896349246 0 " PETIT HONNEGER"
"161" 2.36134550272134 48.8146624956089 0 " SALENGRO (KREMLIN BICETRE)"
"162" 2.29997293264267 48.8728829909744 0 " WASHINGTON"
"163" 2.3068984782082 48.8328539082769 0 " LABROUSTE"
"164" 2.37871860660868 48.8211387514376 0 " VITRY DESAULT"
"165" 2.33693339124815 48.8331903187525 0 " SAINT JACQUES TOMBE ISSOIRE"
"166" 2.36711064403166 48.8838432656888 0 " AQUEDUC"
"167" 2.36106902408942 48.8290266697347 0 " EDISON"
"168" 2.33370917333728 48.8793982644772 0 " BRUYERE PIGALLE"
"169" 2.42205573361323 48.8555013128647 0 " PARIS 2 (MONTREUIL)"
"170" 2.33339042383468 48.896328348516 0 " LEIBNITZ"
"171" 2.29451253605293 48.8775320841302 0 " MAC MAHON"
"172" 2.39840304703793 48.8516026652216 0 " CHARONNE AVRON"
"173" 2.32733929071423 48.8777532340006 0 " PLACE DE BUDAPEST"
"174" 2.40910773770119 48.8921394093072 0 " LOLIVE 1 (PANTIN)"
"175" 2.32095412572888 48.8393250250604 0 " MOUCHOTTE"
"176" 2.32184998734424 48.8257098170281 0 " JEAN MOULIN"
"177" 2.2842194320606 48.8751849611119 0 " PERGOLESE"
"178" 2.34583645559793 48.8715422136421 0 " ROUGEMONT"
"179" 2.3705034238696 48.849215862624 0 " LACUEE"
"180" 2.30705214759679 48.8471756149276 0 " SUFFREN"
"181" 2.32507003873862 48.8512303802885 0 " BON MARCHE"
"182" 2.39179585555563 48.8366757964063 0 " WATTIGNIES"
"183" 2.2775005469422 48.857802917112 0 " PLACE DE PASSY"
"184" 2.33205479495042 48.8131566777178 0 " LENINE (GENTILLY)"
"185" 2.34762008768451 48.8591502872556 0 " RIVOLI SAINT DENIS"
"186" 2.33753933406029 48.8552546877505 0 " JACQUES CALLOT"
"187" 2.3443017158653 48.826494328264 0 " TOLBIAC WURTZ"
"188" 2.31616841206317 48.8389369099596 1 " PASTEUR COTENTIN"
"189" 2.36666943698496 48.8747949948413 0 " HOPITAL SAINT LOUIS"
"190" 2.39493447775012 48.8492766381855 0 " NATION VOLAIRE"
"191" 2.40095050201489 48.8799304155284 1 " HOPITAL ROBERT DEBRE"
"192" 2.35863357911747 48.8585107129922 0 " FRANCS BOURGEOIS"
"193" 2.40922942058058 48.8403981721562 0 " MONTEMPOIVRE"
"194" 2.43451378622076 48.8504183667604 0 " MONTREUIL (VINCENNES)"
"195" 2.35208864944075 48.8529448879212 0 " PONT SAINT LOUIS"
"196" 2.2773458970965 48.8442928655765 0 " MONDRIAN"
"197" 2.37965351592796 48.8309484484602 0 " PRIMO LEVI"
"198" 2.34901473289268 48.8466018657812 0 " DESCARTES"
"199" 2.38246120055766 48.8863350826153 0 " LORRAINE"
"200" 2.39721188193514 48.8484828166097 0 " NATION TRONE"
"201" 2.32327771564332 48.8415048015128 0 " PLACE FERNAND MOURLOT"
"202" 2.35020508497457 48.825525861884 0 " BOBILLOT TOLBIAC"
"203" 2.32819709345057 48.8812664242266 0 " CLICHY PARME"
"204" 2.39601222330053 48.8738036229888 1 " PIXERECOURT"
"205" 2.24120465343616 48.8314286500504 0 " HAMEAU FLEURI (BOULOGNE-BILLANCOURT)"
"206" 2.28420499011361 48.8919623289648 0 " VOLTAIRE (LEVALLOIS)"
"207" 2.35166987368994 48.865240621695 0 " SEBASTOPOL-GRENATA"
"208" 2.34120202666239 48.8418659565261 0 " SAINT JACQUES VAL DE GRACE"
"209" 2.29770677798004 48.8734340813977 0 " HOUSSAYE"
"210" 2.37799433828966 48.8711994313901 0 " BELLEVILLE"
"211" 2.35283938071815 48.8630628327432 0 " GRENIER SAINT LAZARE"
"212" 2.30177143532599 48.8747502039566 0 " FRIEDLAND"
"213" 2.29655534247627 48.875377647487 0 " WAGRAM"
"214" 2.30629955027108 48.8737943183796 0 " D'ARTOIS BERRY"
"215" 2.27117749892451 48.8816744459654 0 " DE GAULLE 4 (NEUILLY)"
"216" 2.3895475019254 48.9063833980958 0 " REPUBLIQUE 2 (AUBERVILLIERS)"
"217" 2.37910490091443 48.8326410103703 0 " QUAI FRANCOIS MAURIAC TOLBIAC"
"218" 2.32442 48.86138 0 " PORT SOLFÉRINO (STATION MOBILE)"
"219" 2.29216048216642 48.8903802654139 0 " WILSON (LEVALLOIS)"
"220" 2.43920953770918 48.8442319325566 0 " CHATEAU DE VINCENNES"
"221" 2.23757011020717 48.848299809537 0 " TRANSVAL (BOULOGNE-BILLANCOURT)"
"222" 2.29214066582886 48.881830717501 0 " BAYERN PEREIRE"
"223" 2.34973214483098 48.8626318041594 0 " GRANDE TRUANDERIE"
"224" 2.38498139027809 48.8719562663553 1 " PARC DE BELLEVILLE"
"225" 2.27688168700671 48.8640767117056 0 " AVENUE HENRI MARTIN"
"226" 2.29384801797407 48.8981970226357 0 " COUTURIER 2 (LEVALLOIS)"
"227" 2.40884245740696 48.8569749400317 0 " RUE SAINT BLAISE"
"228" 2.34457514124358 48.8348671795975 0 " ARAGO"
"229" 2.4126027864677 48.8221431258046 0 " PARIS 1 (CHARENTON)"
"230" 2.25569933162912 48.8753602839083 0 " CHARCOT (NEUILLY)"
"231" 2.39325537630921 48.8518182000139 0 " PHILIPPE AUGUSTE"
"232" 2.35252665935551 48.897406787872 0 " BELIARD POISSONNIERS"
"233" 2.34001458544203 48.8910412326166 1 " RUISSEAU"
"234" 2.30112319174409 48.8704091350747 0 " PLACE DUNANT"
"235" 2.29204639669968 48.8305456694458 0 " OLIVIER DE SERRE"
"236" 2.32642735247481 48.8795811656381 0 " LIEGE"
"237" 2.36852869997212 48.8219624410174 0 " PORTE D'IVRY"
"238" 2.37606810031042 48.8350507158045 0 " BIBLIOTHÈQUE FRANÇOIS MITTERAND"
"239" 2.28320900001847 48.8432953588952 0 " SAINT CHARLES - CONVENTION"
"240" 2.42740630276139 48.845719900926 0 " PARIS 2 (VINCENNES)"
"241" 2.29924407694599 48.8486563159052 0 " LA MOTTE PIQUET"
"242" 2.32750599924383 48.8172449116699 0 " BARBES (MONTROUGE)"
"243" 2.26126351803174 48.8867049831048 0 " BEFFROY (NEUILLY)"
"244" 2.36098941702293 48.839504424583 0 " SAINT MARCEL"
"245" 2.28548042091786 48.8335736182304 0 "  PALAIS DES SPORTS"
"246" 2.38488615344003 48.8543041778117 0 " CHARONNES VALLES"
"247" 2.39598555362417 48.8779234119252 1 " PRE ST GERVAIS"
"248" 2.38022060626611 48.8285952838574 0 " LAGROUA"
"249" 2.34939999975017 48.8612620697647 0 " LES HALLES - SEBASTOPOL"
"250" 2.28639449692504 48.8635464034458 0 " AVENUE D EYLAU"
"251" 2.32232932086804 48.8771119187665 0 " STOCKOLM ROME"
"252" 2.39874566494855 48.8315881251744 0 " PORTE DE CHARENTON"
"253" 2.2872501634709 48.8506147509061 0 " EMERIAU"
"254" 2.38179770265078 48.8580019060234 0 " LEON BLUM ROQUETTE"
"255" 2.30047686504791 48.8193391584096 0 " NORD (MALAKOFF)"
"256" 2.30431544671583 48.8700703391143 0 " CHAMPS ELYSEES CHARRON"
"257" 2.35697189328747 48.812012814287 1 " ROSSEL (LE KREMLIN BICETRE)"
"258" 2.26383419115296 48.8402193380741 0 " VERSAILLES"
"259" 2.34433354527384 48.8602451945326 0 " PONT NEUF - 14"
